Nom;Adresse;lat;lon;Heure d'ouverture;heure fermeture;Categorie;Food;Tabac;Epicerie;Bar
J’ose;147 Rue Saint-Denis 75002 Paris;48.8647519;2.3499914;08:00;02:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
La Terrasse des Ternes;68 ave des Ternes 75017 Paris;48.879843;2.2905635;09:00;01:30;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Chez Jeannette;47 rue du faubourg Saint-Denis 75010 Paris;48.8717018;2.3534041;08:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Rush Bar;32 rue Saint-Sébastien 75011 Paris;48.8612942;2.370205;11:00;02:00;Pubs;0;0;0;4
;;;;;;Restaurant Britannique;0;0;0;4
O Divin;35 rue des Annelets 75019 Paris;48.8788719;2.3895857;12:00;15:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Bogman ex Gobelet d’argent;2 rue de la Petite Truanderie 75001 Paris;48.8627968;2.3482185;16:30;01:30;Pubs;0;0;0;4
;;;;;;Pub Irlandais;0;0;0;4
Le Sëndell;13 rue Castex 75004 Paris;48.8530865;2.3662794;11:00;02:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Café de la Plage;59 rue Charonne 75011 Paris;48.8536359;2.3791897;18:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Restaurant Brésilien;0;0;0;4
Le Bloc;21 rue Brochant 75017 Paris;48.8891174;2.3180661;08:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
O’Sullivans;1 boulevard Montmartre 75002 Paris;48.8693;2.353885;12:00;05:00;Pub Irlandais;0;0;0;4
;;;;;;;0;0;0;4
Tiki Lounge;26 bis rue de la Fontaine au Roi 75011 Paris;48.8681288;2.3712079;18:00;02:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
Celtic Corner;88 Rue de la Croix Nivert 75015 Paris;48.8439138;2.2956737;;;Pubs;0;0;0;4
La Frange;6 rue Cochin 75005 Paris;48.8502164;2.3527249;18:00;02:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
La Foule;12 rue Frochot 75009 Paris;48.881714;2.337277;;;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Le Patio Opéra;5 rue Meyerbeer 75009 Paris;48.8716266;2.3332443;10:00;01:00;Restaurant Italien;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le Puits de Montorgueil;17 rue Marie Stuart 75002 Paris;48.8650053;2.3472882;17:00;01:30;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Café Panis;21 quai Montebello 75005 Paris;48.8521417;2.3483344;07:00;00:00;Café et thé;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Café;62 rue Tiquetonne 75002 Paris;48.865302;2.3460011;10:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Café;0;0;0;4
L’Envol Café Québécois;30 rue Lacépède 75005 Paris;48.844116;2.3516753;;;Pubs;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Café et thé;0;0;0;4
Hideout St Germain;32 rue Dauphine 75006 Paris;48.8545759;2.339195;;;Bar des sports;0;0;0;4
The Local;54 rue de la Clef 75005 Paris;48.8433617;2.3528949;09:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Café Oz;18 rue Saint-Denis 75001 Paris;48.8593477;2.3479494;17:00;03:00;Bar des sports;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Fouquet’s;99 avenue des Champs-Elysées 75008 Paris;48.8714487;2.3012262;07:30;09:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Perchoir;14 rue Crespin Dugast 75011 Paris;48.8654569;2.3820249;18:00;01:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
L’Antidote;45 rue Descartes 75005 Paris;48.8452562;2.3491873;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Sir Winston;5 rue de Presbourg 75116 Paris;48.8722646;2.2951172;09:00;03:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
Le Café Canon;151 Rue Tolbiac 75013 Paris;48.8261758;2.357187;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Comptoir Marguery;9 bd de Port-royal 75013 Paris;48.8366924;2.3497831;12:00;22:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Hôtel Chateaubriand;6 rue Châteaubriand 75008 Paris;48.8733027;2.3025363;;;Hôtel;0;0;0;4
;;;;;;Bar;0;0;0;4
La Bodega;12 rue Descartes 75005 Paris;48.8470029;2.3486099;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Maria Loca;31 bd Henrie IV 75004 Paris;48.852268;2.3653657;;;Bar;0;0;0;4
Histoire de;11 rue Crespin du Gast 75011 Paris;48.8658364;2.3820237;11:00;02:00;Restaurant;0;0;0;4
;;;;;;Bar;0;0;0;4
Chez Gudule;58 bd de Picpus 75012 Paris;48.8440731;2.402131;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Allegra;70 rue du faubourg Saint-Martin 75010 Paris;48.8714649;2.3574115;08:00;23:00;Pizza;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Zaza Bar;59 rue d'Orsel 75018 Paris;48.8835179;2.3400064;;;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
Le Truskel;12 rue Feydeau 75002 Paris;48.8701321;2.3413007;20:00;05:00;Pubs;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Culture Rapide;63 rue de Belleville 75019 Paris;48.8734072;2.3822142;;;Bar;0;0;0;4
Le Lab;7 rue Saint-Sabin 75011 Paris;48.8548408;2.3716682;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Shake N’ Smash;87 rue de Turbigo 75003 Paris;48.866808;2.361149;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Voulez-Vous;18 rue du Temple 75004 Paris;48.8585013;2.3536008;11:00;01:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Aux Négociants;27 rue Lambert 75018 Paris;48.8891025;2.3452506;;;Brasserie;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Nourriture;0;0;0;4
The Green Goose;19 rue des Boulets 75011 Paris;48.8503775;2.3905789;10:00;02:00;Pub Irlandais;0;0;0;4
;;;;;;Pub gastronomique;0;0;0;4
L’Abracadabar;123 ave Jean Jaurès 75019 Paris;48.8859989;2.3821636;11:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Brady’s Irish Pub;14 rue de Lisbonne 75008 Paris;48.8778446;2.3157779;12:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Petit Château d’Eau;34 rue Château d'Eau 75010 Paris;48.870777;2.3594132;08:00;00:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
Le Bistrot des Cinéastes;7 ave de Clichy 75017 Paris;48.8843547;2.3269237;18:00;00:00;Bar à vins;0;0;0;4
;;;;;;Cinéma;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Raymond Bar;13 rue Dussoubs 75002 Paris;48.8655579;2.3486599;06:30;02:00;Bar;0;0;0;4
;;;;;;Vêtements pour femmes;0;0;0;4
;;;;;;Accessoires;0;0;0;4
;;;;;;Restaurant;0;0;0;4
;;;;;;Spécialités culinaires;0;0;0;4
Le Prélude;3 rue Meyerbeer 75009 Paris;48.8716203;2.3334876;08:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Hôtel Costes;239 rue Saint-Honoré 75001 Paris;48.8667608;2.3280621;17:00;02:00;Hôtel;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
Au P’tit Douai;92 rue Blanche 75009 Paris;48.8828079;2.3322411;09:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Frog & Princess;9 rue Princesse 75006 Paris;48.852277;2.3346836;17:30;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
La Machine du Moulin Rouge;90 bd de Clichy 75018 Paris;48.8840584;2.3322923;;;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Le Trou dans le Mur;43 rue des Abbesses 75018 Paris;48.8851093;2.3362711;;;Bar à vins;0;0;0;4
La Fonda;173 Rue St Jacques 75005 Paris;48.8456407;2.3428114;;;Bar;0;0;0;4
Dogstar Club;122 rue la Boétie 75008 Paris;48.8712961;2.3064077;11:30;04:00;Restaurant Italien;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à narguilé. bar à chicha;0;0;0;4
Le Tape Bar;21 rue de la Roquette 75011 Paris;48.8547603;2.3721288;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Mad Maker Pub;22 rue Cujas 75005 Paris;48.8482426;2.341806;17:00;05:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Carillon;18 rue Alibert 75010 Paris;48.871622;2.3677764;07:00;02:00;Hôtel;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
Versant Vins;39 Rue de Bretagne 75003 Paris;48.8630224;2.3619965;12:00;20:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Nul Bar Ailleurs;18 rue de Cotte 75012 Paris;48.8498928;2.3781688;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Chope Relais Du Parnasse;36 Boulevard Pasteur 75015 Paris;48.8420795;2.3129844;;;Restaurant;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Caminito Cabaret;48-50 rue du Dessous des Berges 75013 Paris;48.8270834;2.3742291;11:00;23:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Bouquet du 9ème;24 rue Saint-Lazare 75009 Paris;48.8767845;2.3368855;;;Bar;0;0;0;4
Café Milou;10 rue du Maine 75014 Paris;48.8406482;2.3231034;09:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Requin Chagrin;10 rue Mouffetard 75005 Paris;48.8445813;2.3489924;16:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Indiana Café;Rue du 8 Mai 1945 75010 Paris;48.8762189;2.3583046;09:00;05:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Au Père Tranquille;16 rue Pierre Lescot 75001 Paris;48.8622135;2.3483967;09:00;00:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Comptoir Moderne;26 rue de la Croix Nivert 75015 Paris;48.8468099;2.2995309;16:00;01:00;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Restaurant Pershing Hall;49 rue Pierre Charron 75008 Paris;48.869178;2.3020534;;;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Cud Night Bar;12 rue des Haudriettes 75003 Paris;48.861827;2.3571065;23:30;06:00;Bar gay;0;0;0;4
;;;;;;;0;0;0;4
Cubana Café;47 rue Vavin 75006 Paris;48.8426097;2.3288408;10:30;05:00;Restaurant Cubain;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Bistrot le Colimaçon;32 rue de Rochechouart 75009 Paris;48.8786248;2.345361;08:00;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
Les Foudres;4 place Martin Nadaud 75020 Paris;48.8652265;2.3947782;08:00;23:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Red Bar;13 rue Lamartine 75009 Paris;48.8765039;2.3421588;;;Brasserie;0;0;0;4
;;;;;;Jazz & Blues;0;0;0;4
;;;;;;Pubs;0;0;0;4
Jolie Môme;7 square Bolivar 75019 Paris;48.8756818;2.3832782;;;Bar;0;0;0;4
;;;;;;Restaurant Marocain;0;0;0;4
Hide Out;10 Boulevard de Denain 75010 Paris;48.8794341;2.3548336;;;Pubs;0;0;0;4
New York Café Mouffetard;68 rue Mouffetard 75005 Paris;48.8427596;2.3494768;18:00;02:00;Bar;0;0;0;4
;;;;;;Karaoké;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Corcoran’s Irish Pub Lilas;Place Maquis du Vercors 75020 Paris;48.8777683;2.4090113;09:00;02:00;Pubs;0;0;0;4
;;;;;;Restaurant Irlandais;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Le Sancerre;35 rue Abbesses 75018 Paris;48.8848753;2.3368896;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Vin en Bouche;27 rue de l'Abbé-Grégoire 75006 Paris;48.848042;2.3251929;10:00;20:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Cyrano;3 rue Biot 75017 Paris;48.883695;2.3267069;08:30;02:00;Jazz & Blues;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Nourriture;0;0;0;4
La Javelle;Port Javel bas 75015 Paris;48.8432819;2.2736931;;;Bar;0;0;0;4
Le Café Noir;65 rue Montmartre 75002 Paris;48.8665319;2.3442653;08:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Dax;55 bd de Vaugirard 75015 Paris;48.8405979;2.3167261;11:30;02:00;Bar;0;0;0;4
;;;;;;Restaurant;0;0;0;4
Le Pachyderme;2 Bis bd St Martin 75010 Paris;48.8681549;2.3621094;10:00;14:00;Restaurant;0;0;0;4
;;;;;;Bar;0;0;0;4
Little Temple Bar;12 Rue Princesse 75006 Paris;48.8522075;2.334296;;;Bar des sports;0;0;0;4
L’Ebéniste du Vin;72 rue Boursault 75017 Paris;48.8860242;2.3181274;14:00;02:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Le Bréguet;72 rue Falguière 75015 Paris;48.840429;2.3127422;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Artisan;14 rue Bochart de Saron 75009 Paris;48.8810064;2.3427349;19:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Mon Chien Stupide;1 rue Boyer 75020 Paris;48.8669753;2.3927985;15:00;02:00;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Le Bistrot du 9ème;1 rue Frochot 75009 Paris;48.8810803;2.3375821;07:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
N’importe Quoi;16 rue du Roule 75001 Paris;48.8607691;2.3439188;18:00;04:00;Pubs;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
La Vénus Noire;25 rue Hirondelle 75006 Paris;48.8535673;2.3429975;18:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Le Comptoir des Chineurs;8 rue Durantin 75018 Paris;48.8854906;2.3373666;;;Bar à vins;0;0;0;4
La Buvette;67 rue Saint Maur 75011 Paris;48.8629024;2.3792241;17:00;22:00;Bar à vins;0;0;0;4
;;;;;;Bistroer;0;0;0;4
;;;;;;Barer;0;0;0;4
;;;;;;Tapas/småretter;0;0;0;4
La Mère Pouchet;168 bd Diderot 75012 Paris;48.8478061;2.3926123;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Nourriture;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Honest Lawyer;176 rue Pompe 75016 Paris;48.8711716;2.283584;06:30;01:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Pub gastronomique;0;0;0;4
Les Associés;50 boulevard de la Bastille 75012 Paris;48.8515588;2.3694272;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Backstage Café;31 bis rue Gaîté 75014 Paris;48.839501;2.3239833;10:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Demain c’est loin..;9 rue Julien Lacroix 75020 Paris;48.8685928;2.3859203;11:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Zic Zinc;95 rue Claude Decaen 75012 Paris;48.8387339;2.3959985;07:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le p’tit bar;7 rue Richard Lenoir 75011 Paris;48.8545908;2.3820674;11:00;00:01;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
Le Mastroquet;10 Place du Colonel Bourgoin 75012 Paris;48.844592;2.3834824;;;Pubs;0;0;0;4
Espit Chupitos;117 rue Saint-Maur 75011 Paris;48.8655627;2.3775161;20:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Miss Ko;49/51 ave George V 75008 Paris;48.8709606;2.300343;12:00;02:00;Restaurant Asiatique;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Sushi;0;0;0;4
Bar 8;Mandarin Oriental Paris251 rue Saint-Honoré 75001 Paris;48.8665694;2.3315027;11:00;02:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
L’Adada;15 rue du Maine 75014 Paris;48.8405221;2.3223886;;;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Quinze Vins;1 rue Dante 75005 Paris;48.8513634;2.3471114;11:00;00:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Terres de bières;85 bis boulevard Magenta 75010 Paris;48.8766447;2.3556691;10:00;13:00;Bar;0;0;0;4
;;;;;;Personal shopper;0;0;0;4
;;;;;;Bière. vins et liqueurs;0;0;0;4
;;;;;;;0;0;0;4
Le Métro Marcadet;67 bd Barbès 75018 Paris;48.8903494;2.3492397;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Dupont Café;198 rue de la Convention 75015 Paris;48.8371979;2.2959987;07:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Concrete;69 quai de la Rapée 75012 Paris;48.8442254;2.3697071;;;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Bistro Canaille;8 rue Lamartine 75009 Paris;48.8766303;2.3434995;00:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Basile;34 rue Grenelle 75007 Paris;48.8538503;2.3275993;07:00;23:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Scoop Café;117 rue des Dames 75017 Paris;48.8824893;2.3172067;12:00;15:00;Pubs;0;0;0;4
;;;;;;Restaurant Américain (traditionnel);0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;;0;0;0;4
Le Biz;18 rue Favart 75002 Paris;48.8714197;2.3383549;11:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Restaurant;0;0;0;4
Maxim’s;3 rue Royale 75008 Paris;48.8673633;2.3220383;12:00;14:00;Salles et espaces événementiels;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;;0;0;0;4
Le Millésimes;110 rue Courcelles 75017 Paris;48.8802502;2.3022223;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Flat Iron;38 rue de Sambre-et-Meuse 75010 Paris;48.8745697;2.3727716;10:00;01:30;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Hideout;13 rue du Pot de Fer 75005 Paris;48.8428378;2.348224;16:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Charlotte Bar;10 rue de Lappe 75011 Paris;48.8539646;2.3719244;18:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Aux Noctambules;24 bd Clichy 75018 Paris;48.8827266;2.337194;22:30;04:30;Bar;0;0;0;4
;;;;;;;0;0;0;4
Monsieur Bleu;Palais de Tokyo20 ave de New York 75116 Paris;48.8633534;2.2966285;12:00;00:00;Restaurant Européen moderne;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Restaurant Asiatique;0;0;0;4
L’Estaminet;116 rue Oberkampf 75011 Paris;48.8661293;2.3793865;08:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
L’Artiste;153 rue de la Roquette 75011 Paris;48.8596253;2.3864719;08:00;01:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Bistrot 79;79 bd Diderot 75012 Paris;48.8475809;2.3870533;;;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Les Petites Gouttes;12 Esplanade Nathalie Sarraute 75018 Paris;48.891305;2.3529867;11:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Petit Ney;10 ave Porte de Montmartre 75018 Paris;48.8987068;2.3369095;10:00;19:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Saint-Sauveur;11 rue des Panoyaux 75020 Paris;48.8666456;2.3849655;19:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Le Bar du Plaza Athénée;Hotel Plaza Athenee25 ave Montaigne 75008 Paris;48.8667119;2.3056902;;;Bar Lounge;0;0;0;4
Au Chai de l’Abbaye;26 rue Buci 75006 Paris;48.853822;2.3364369;;;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Le Cottage;1 Rue Léopold Robert 75014 Paris;48.8411091;2.331198;;;Restaurant;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Café de l’Epoque;2 rue Bouloi 75001 Paris;48.8630623;2.3398343;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Rostand;6 place Edmond Rostand 75006 Paris;48.847742;2.3403095;08:00;00:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Mizmiz;6 rue Moret 75011 Paris;48.8667299;2.3800463;;;Bar;0;0;0;4
;;;;;;Restaurant Marocain;0;0;0;4
Capucine cafe;39 bd des Capucines 75002 Paris;48.8699381;2.3292939;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Barrio Latino;46/48 rue du faubourg Saint Antoine 75012 Paris;48.8519815;2.3725256;12:00;02:00;Bar;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
O’Malley;6 Bis rue Quatre Septembre 75002 Paris;48.8691866;2.3390654;;;Pubs;0;0;0;4
;;;;;;Restaurant;0;0;0;4
La Bouteille sur la Table;2 passage Geffroy Didelot 75017 Paris;48.8816968;2.3177646;10:00;23:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Le Brebant;32 bd Poissonnière 75009 Paris;48.8716095;2.3434976;;;Bar Lounge;0;0;0;4
;;;;;;Restaurant de fruits de mer;0;0;0;4
Le Napoléon;73 rue du Faubourg Saint-Denis 75010 Paris;48.872931;2.3541855;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
L’Art Source;6 rue Marie Stuart 75002 Paris;48.865114;2.3482178;18:30;02:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Lou Pascalou;14 rue des Panoyaux 75020 Paris;48.8662152;2.3854954;;;Bar;0;0;0;4
Studio 5;92 bd Saint Germain 75005 Paris;48.8512781;2.3442926;12:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Burger;0;0;0;4
Le Vieux Chêne;69 rue Mouffetard 75005 Paris;48.8423331;2.3498132;16:00;02:00;Bar des sports;0;0;0;4
;;;;;;;0;0;0;4
Très Honoré;35 place du Marché Saint-honoré 75001 Paris;48.8674279;2.3320331;12:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Comptoir Zen;104 rue BlometSpa hammam manucure pédicure UV 75015 Paris;48.8421616;2.2927665;07:00;23:00;Pubs;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Salon de beauté & Spa;0;0;0;4
Chez Pierrot;33 rue Lappe 75011 Paris;48.8534905;2.3732582;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
11ème avenue;46 rue Parmentier 75011 Paris;48.8618732;2.377468;07:00;20:00;Bar des sports;0;0;0;4
;;;;;;;0;0;0;4
Urban Caffè;58 rue des Mathurins 75008 Paris;48.8735341;2.3221853;08:00;17:00;Restaurant;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Kawaii cafe;20 rue de Nemours 75011 Paris;48.8661199;2.3723943;;;Café;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café et thé;0;0;0;4
Le Syphax;26 rue Châteaudun 75009 Paris;48.8762535;2.3376255;09:00;01:30;Pubs;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Le Café de la Poste;76 rue Damremont 75018 Paris;48.8915024;2.334996;07:00;01:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Crocodile Vert;6 rue Hameau 75015 Paris;48.8355116;2.289195;;;Bar;0;0;0;4
Le Béguin;2 rue du Cardinal Mercier 75009 Paris;48.8808508;2.3290612;09:30;02:00;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Les Animals;92 rue d'hauteville 75010 Paris;48.8769345;2.3516015;;;Bar;0;0;0;4
Vingt Heures Vin La Suite;2 rue des Goncourt 75011 Paris;48.8688976;2.3726422;18:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
La Ville d’Argentan;4 rue d'Amsterdam 75009 Paris;48.8759461;2.3270955;06:00;00:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le P’tit Garage;63 rue Jean Pierre Timbaud 75011 Paris;48.8671685;2.3752266;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
L’Oiseau Sans Tête;3 rue Beaurepaire 75010 Paris;48.8691552;2.3630844;09:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Bar Italia;22 rue Moncey 75009 Paris;48.8799603;2.3292659;18:00;01:00;Bar;0;0;0;4
;;;;;;Restaurant Italien;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Pau Brasil;32 rue de Tilsitt 75017 Paris;48.87486;2.2932329;20:30;02:00;Bar Lounge;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Les Etages;35 rue Vieille du Temple 75004 Paris;48.857729;2.3576473;17:30;02:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
Chez Sylvain;1 rue Manuel 75009 Paris;48.8781763;2.3408436;16:00;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
Le Fetiche;53 rue Auteuil 75016 Paris;48.8435348;2.2519255;;;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
